Closure ID,Source Batch,Source Image ID,Previous Status,No-Pay Status,Manifest Action,Priority,Image Need Category,Crop / System,Subject / Process,Visible Cue / Target Cue,Existing File / Source Record,Source Type,Original Source URL,License,Commercial Use Allowed?,Modification Allowed?,Attribution Required?,Rights / Production Risk,Recommended Manuscript Treatment,Self-Photo Opportunity?,Caption / Label Action,Reason for Closure Decision,Verification Still Needed,Search Terms / Rejected Alternatives,Notes
B30_053,Batch28_RootCrownAbioticPestDamage,B28_09,Conditional,Conditional,Keep only if production accepts obligations; otherwise substitute text/self-photo,Medium,Pest lifecycle / scouting,Brassica pest reference,Cabbage root fly maggot and pupa stages,White maggots and brown pupa on wood background,LSE_FOUND_B28_PEST_Brassica_DeliaRadicum_MaggotPupaLifeStages_Rasbak_CC-BY-SA-GFDL.jpg,Wikimedia,"https://commons.wikimedia.org/wiki/File:Delia_radicum,_koolvlieg_pop_en_maden.jpg",Creative Commons Attribution-ShareAlike and GFDL options CC BY-SA 3.0/2.5/2.0/1.0; GFDL 1.2+,Yes,"Yes, but ShareAlike/GFDL obligations apply depending selected license",Yes,ShareAlike / GFDL,Conditional image; do not final-clear until ShareAlike/GFDL/caption/host mismatch/review issue is resolved.,No,Do not use alone to diagnose root maggot damage; pair with root/stem damage photo and host symptoms.,"Image remains useful but carries ShareAlike/GFDL, host/crop mismatch, resolution, or provenance/caption review risk.",Production review for ShareAlike/GFDL; final species/caption check. | ShareAlike/GFDL production compatibility review required.,Delia radicum pupa maggots Wikimedia Commons; cabbage fly maggot pupa photo | Rejected: No-host adult fly photos.,"Good lifecycle supplement, not primary diagnostic image."
B30_054,Batch28_RootCrownAbioticPestDamage,B28_10,Conditional,Conditional,Keep only if production accepts obligations; otherwise substitute text/self-photo,High,Pest lifecycle / scouting,Squash / cucurbits,Squash vine borer frass at stem,Orange-tan sawdust-like frass at squash stem/crown,LSE_FOUND_B28_PEST_SquashVineBorer_FrassAtStem_Pollinator_CC-BY-2.5_CONDITIONAL.jpg,Wikimedia,https://commons.wikimedia.org/wiki/File:Frass_1310.JPG,Creative Commons Attribution; alternative CC BY-SA/GFDL legacy tags noted CC BY 2.5 selected from available options,Yes,Yes,Yes,"Legacy CC BY-SA/GFDL options present; selected CC BY 2.5, but provenance review advised.",Conditional image; do not final-clear until ShareAlike/GFDL/caption/host mismatch/review issue is resolved.,No,Do not imply frass appears before larvae enter; use as a cue for inspection and prevention timing next season.,"Image remains useful but carries ShareAlike/GFDL, host/crop mismatch, resolution, or provenance/caption review risk.",Review Commons provenance and credit wording; confirm no duplicate already chosen in earlier package. | ShareAlike/GFDL production compatibility review required.,squash vine borer frass Wikimedia Commons; Melittia cucurbitae frass photo | Rejected: Adult moth-only images and low-resolution frass photos.,Strong diagnostic value despite conditional provenance.
B30_055,Batch28_RootCrownAbioticPestDamage,B28_11,Conditional,Conditional,Keep only if production accepts obligations; otherwise substitute text/self-photo,High,Pest lifecycle / hidden damage,Squash / cucurbits,Squash vine borer larva inside split stem,Larvae inside cut-open squash stem with associated frass,LSE_FOUND_B28_PEST_SquashVineBorer_LarvaeSplitStemFrass_Pollinator_CC-BY-2.5_CONDITIONAL.jpg,Wikimedia,https://commons.wikimedia.org/wiki/File:Squash_borer_1741.jpg,Creative Commons Attribution; alternative CC BY-SA/GFDL legacy tags noted CC BY 2.5 selected from available options,Yes,Yes,Yes,"Legacy CC BY-SA/GFDL options present; selected CC BY 2.5, but review advised.",Conditional image; do not final-clear until ShareAlike/GFDL/caption/host mismatch/review issue is resolved.,No,"Do not imply every wilting squash has vine borer; inspect stem base and consider drought, bacterial wilt, and root damage lookalikes.","Image remains useful but carries ShareAlike/GFDL, host/crop mismatch, resolution, or provenance/caption review risk.",Provenance review; duplicate review against earlier squash vine borer candidates. | ShareAlike/GFDL production compatibility review required.,squash vine borer larva split stem Wikimedia Commons; Melittia cucurbitae larva frass | Rejected: Moth-only images; generic wilted squash photos.,Useful if not already represented by earlier image folder.
B30_056,Batch28_RootCrownAbioticPestDamage,B28_12,Conditional,Conditional,Keep only if production accepts obligations; otherwise substitute text/self-photo,Medium,Abiotic stress and lookalikes,Leaf scorch pattern cue; non-vegetable host,Fertilizer burn / salt injury pattern cue,Brown leaf-edge and spot scorch attributed by source to fertilizer burn,LSE_FOUND_B28_ABIOTIC_FertilizerBurn_LeafScorchPattern_CannabisCropMismatch_Fenrisulfir_CC-BY-SA-GFDL.jpg,Wikimedia,https://commons.wikimedia.org/wiki/File:Fertilizer-Burn.jpg,Creative Commons Attribution-ShareAlike / GNU Free Documentation License CC BY-SA 3.0; GFDL 1.2+,Yes,"Yes, but ShareAlike/GFDL obligations apply",Yes,ShareAlike / GFDL; crop mismatch,Conditional image; do not final-clear until ShareAlike/GFDL/caption/host mismatch/review issue is resolved.,No,Must state crop mismatch; do not use as direct vegetable diagnosis.,"Image remains useful but carries ShareAlike/GFDL, host/crop mismatch, resolution, or provenance/caption review risk.",Find a vegetable-specific replacement; ShareAlike/GFDL production review if retained. | ShareAlike/GFDL production compatibility review required.,fertilizer burn vegetable leaf CC BY Wikimedia; salt injury tomato leaf CC BY; fertilizer burn Commons | Rejected: Extension vegetable fertilizer-burn photos with unclear or noncommercial rights.,Included because the gap remains unresolved; not a preferred final image.
B30_057,Batch28_RootCrownAbioticPestDamage,B28_NS_01,No suitable found photo,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Abiotic/root-zone diagnostics,Vegetable containers / beds,Waterlogging / anaerobic roots,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not substitute a vague or decorative image for this gap.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","waterlogged vegetable roots; anaerobic root-zone symptoms | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_058,Batch28_RootCrownAbioticPestDamage,B28_NS_02,No suitable found photo,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Pest damage / okra,Okra,Stink bug or leaffooted bug pod injury,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",Yes,Do not substitute a vague or decorative image for this gap.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,"okra stink bug pod injury; okra leaffooted bug damage Bugwood Commons | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_059,Batch28_RootCrownAbioticPestDamage,B28_NS_03,No suitable found photo,Omit,Omit photo; include short diagnostic text if needed,High,Root/stem disease diagnostics,Tomato / pepper,Bacterial wilt ooze / streaming test,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,No photo required. Use a short text box describing the streaming test and lab/extension confirmation.,No,Do not substitute a vague or decorative image for this gap.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,"bacterial wilt ooze test tomato photo CC BY; Ralstonia streaming test image | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_060,Batch28_RootCrownAbioticPestDamage,B28_NS_04,No suitable found photo,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Abiotic lookalikes,Tomato / pepper,Herbicide drift with clean commercial rights,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",No,Do not substitute a vague or decorative image for this gap.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,"tomato 2,4-D drift CC BY; glyphosate injury tomato Bugwood license | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_061,Batch28_RootCrownAbioticPestDamage,B28_NS_05,No suitable found photo,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Abiotic lookalikes,Vegetable crops / containers,Salt or fertilizer burn in vegetables,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not substitute a vague or decorative image for this gap.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","salt burn cucumber leaf CC BY; fertilizer burn tomato vegetable Wikimedia | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_062,Batch28_RootCrownAbioticPestDamage,B28_NS_06,No suitable found photo,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,Medium,North Texas practical systems,Vegetable garden setup,Shade cloth + drip + mulch hot-climate setup,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not substitute a vague or decorative image for this gap.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","shade cloth vegetable garden drip mulch Commons; USDA shade cloth vegetable garden | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_063,Batch28_RootCrownAbioticPestDamage,B28_NS_07,No suitable found photo,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,Medium,Water management / soil failure,Raised beds / clay soil,Standing water / ponding / wet-clay smearing in vegetable bed,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not substitute a vague or decorative image for this gap.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","raised bed drainage failure standing water vegetable garden CC BY; Blackland clay ponding photo | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_064,Batch28_RootCrownAbioticPestDamage,B28_NS_08,No suitable found photo,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,Medium,Root diagnostics,Vegetable transplants,Healthy vs diseased roots side-by-side,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not substitute a vague or decorative image for this gap.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","healthy diseased vegetable roots comparison photo CC BY; root rot progression vegetable roots | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_065,Batch28_RootCrownAbioticPestDamage,B28_NS_09,No suitable found photo,Text-Only Coverage,Use broader clean root-knot image as substitute if needed; no okra-specific photo required,High,Root-knot nematode / okra,Okra,Okra root-knot nematode galling,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,Cross-reference existing clean tomato/sweet potato/pepper root-knot galling photos; describe okra in text.,Yes,Do not substitute a vague or decorative image for this gap.,Okra-specific root-knot photo remains hard to source; broader clean root-knot visuals already teach the hidden-cause cue.,"Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.","okra root knot nematode galling photo; Meloidogyne okra roots image CC BY | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_066,Batch28_RootCrownAbioticPestDamage,B28_NS_10,No suitable found photo,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Pest lifecycle / cowpea,Cowpea / southern pea,Cowpea curculio larva inside pod with clean rights,No suitable found photo selected,,,,,VERIFY,VERIFY,VERIFY,Not applicable / unresolved,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",No,Do not substitute a vague or decorative image for this gap.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,"cowpea curculio larva inside pod photo CC BY; Chalcodermus aeneus pod damage Bugwood | Rejected: Generic, decorative, unclear-license, noncommercial, low-resolution, or source-uncertain images were not selected.",No found photo should be forced into this slot.
B30_067,Batch 29 PermissionCommission,B29_01,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,High,Vegetable-specific fertilizer / salt burn,Container herbs / vegetables,soluble salt buildup,White soluble salt crust around container drainage holes,LSE_FOUND_B29_ABIOTIC_ContainerHerbs_SaltBuildup_WhiteSaltCrust_DianeMays_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/18-plants-grown-in-containers,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Pair with fertilizer/irrigation history.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_068,Batch 29 PermissionCommission,B29_02,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,Medium,Clean-rights North Texas-style practical setup photos,Container herbs / vegetables,container watering setup,Reservoir/headspace measured after watering,LSE_FOUND_B29_PRACTICAL_ContainerVegetables_ReservoirSpace_WateringDepth_KathleenMoore_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/18-plants-grown-in-containers,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Use as setup photo only.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_069,Batch 29 PermissionCommission,B29_03,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,Medium,Clean-rights North Texas-style practical setup photos,Small-space vegetables/herbs,container production setup,Outdoor containers with vegetables and herbs,LSE_FOUND_B29_PRACTICAL_SmallSpaceVegetables_OutdoorRailingContainers_LucyBradley_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/18-plants-grown-in-containers,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Do not imply exact setup is sufficient for DFW summer.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_070,Batch 29 PermissionCommission,B29_04,Use candidate,Use Candidate,Keep in active candidate pool — VCE public-use statement verified; not final cleared,High,Herbicide drift with commercial-safe rights,Tomato,growth-regulator herbicide residue/injury,"Downward cupping, epinasty, distorted new growth",LSE_FOUND_B29_ABIOTIC_Tomato_HerbicideResidue_CuppedNewGrowth_VCE_PublicUse.jpg,Extension,https://www.pubs.ext.vt.edu/PPWS/PPWS-77/PPWS-77.html,VCE public use/reprint/citation statement,Yes,Yes/VERIFY,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Require exposure history and pattern check.,VCE page states materials are available for public use/reprint/citation without further permission when credit is included.,Preserve VCE author/organization credit; final caption must avoid diagnosing herbicide injury without exposure history.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_071,Batch 29 PermissionCommission,B29_05,Use candidate,Use Candidate,Keep in active candidate pool — VCE public-use statement verified; not final cleared,High,Herbicide drift with commercial-safe rights,Snap bean,growth-regulator herbicide injury,"Stunting, epinasty, swollen stems",LSE_FOUND_B29_ABIOTIC_Bean_HerbicideInjury_EpinastySwollenStems_VCE_PublicUse.jpg,Extension,https://www.pubs.ext.vt.edu/PPWS/PPWS-77/PPWS-77.html,VCE public use/reprint/citation statement,Yes,Yes/VERIFY,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Do not imply all bean distortion is herbicide.,VCE page states materials are available for public use/reprint/citation without further permission when credit is included.,Preserve VCE author/organization credit; final caption must avoid diagnosing herbicide injury without exposure history.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_072,Batch 29 PermissionCommission,B29_06,Use candidate,Use Candidate,Keep in active candidate pool — VCE public-use statement verified; not final cleared,Medium,Herbicide drift with commercial-safe rights,Squash / cucurbits,herbicide residue in straw mulch,"Field-scale wilting, epinasty, twisting",LSE_FOUND_B29_ABIOTIC_Squash_HerbicideResidue_FieldEpinastyTwisting_VCE_PublicUse.jpg,Extension,https://www.pubs.ext.vt.edu/PPWS/PPWS-77/PPWS-77.html,VCE public use/reprint/citation statement,Yes,Yes/VERIFY,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Do not present as drought wilt.,VCE page states materials are available for public use/reprint/citation without further permission when credit is included.,Preserve VCE author/organization credit; final caption must avoid diagnosing herbicide injury without exposure history.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_073,Batch 29 PermissionCommission,B29_07,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,High,Clean-rights North Texas-style practical setup photos,Vegetable beds,row cover / low tunnel,Row-cover fabric over hoops,LSE_FOUND_B29_PRACTICAL_RowCover_LowTunnel_FabricOverHoops_KathleenMoore_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/appendix-e-season-extenders-and-greenhouses,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Include heat buildup and pollination caveats.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_074,Batch 29 PermissionCommission,B29_08,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,Medium,Clean-rights North Texas-style practical setup photos,Vegetable beds,high tunnel / hoop house,High tunnel with side/entry open,LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/appendix-e-season-extenders-and-greenhouses,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Do not imply sealed summer use is safe.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_075,Batch 29 PermissionCommission,B29_09,Use candidate,Use Candidate,Keep in active candidate pool — not final cleared,Medium,Clean-rights North Texas-style practical setup photos,Herbs and lettuce,cold frame / winter protection,Herbs and lettuce inside open cold frame,LSE_FOUND_B29_PRACTICAL_HerbsLettuce_ColdFrame_OpenLid_ChrisAlberti_CC-BY-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/appendix-e-season-extenders-and-greenhouses,CC BY 2.0,Yes,Yes,Yes,None identified,"Use existing clean image; complete final caption, alt text, factual-label, figure-numbering, and layout review.",No,Address overheating and moisture management.,No-pay usable candidate carried forward because existing metadata indicates commercial-safe/public-use/CC0/CC BY/USDA-style rights and useful instructional value.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_076,Batch 29 PermissionCommission,B29_10,Conditional,Conditional,Keep conditional only if ShareAlike handling is accepted,Medium,Waterlogging / root rot / root-zone failure,Container transplants,rootbound / girdled roots,Dense circling/girdled roots,LSE_FOUND_B29_ROOTS_ContainerRootbound_GirdledRoots_BrendanLandis_CC-BY-SA-2.0.jpg,Extension,https://content.ces.ncsu.edu/extension-gardener-handbook/18-plants-grown-in-containers,CC BY-SA 2.0,Yes,"Yes, but ShareAlike applies",Yes,ShareAlike production review,Conditional image; do not final-clear until ShareAlike/GFDL/caption/host mismatch/review issue is resolved.,No,Do not call it vegetable-specific root disease.,"Useful rootbound/girdled-root cue, but CC BY-SA 2.0 requires ShareAlike production review.","Final rights, factual label, caption, alt-text, figure numbering and layout review. | ShareAlike/GFDL production compatibility review required.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_077,Batch 29 PermissionCommission,B29_11,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Vegetable-specific fertilizer / salt burn,Squash / vegetable leaves,pesticide burn / phytotoxicity,Scorched/blotchy vegetable leaves,LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg,Extension,https://extension.umd.edu/resource/fertilizer-or-pesticide-burn-vegetable-leaves,VERIFY,VERIFY,VERIFY,VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Do not diagnose from scorch alone.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_078,Batch 29 PermissionCommission,B29_12,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Vegetable-specific fertilizer / salt burn,Bean / vegetable leaves,pesticide burn / phytotoxicity,Source-confirmed burn pattern on bean leaves,LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png,Extension,https://extension.umd.edu/resource/fertilizer-or-pesticide-burn-vegetable-leaves,VERIFY,VERIFY,VERIFY,VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Require exposure history.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_079,Batch 29 PermissionCommission,B29_13,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Okra and cowpea pest damage,Okra,stink bug / leaffooted bug damage,Twisted/distorted okra pods,LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg,Extension,https://hgic.clemson.edu/factsheet/how-to-grow-okra-in-south-carolina-including-planting-dates-watering-fertilizing-ratooning-pest-management-and-harvesting-tips-for-healthy-pod-production/,All rights reserved / ©2018 HGIC,VERIFY,VERIFY,Yes/VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,Yes,Mention leaffooted bugs can cause similar damage.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
